Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Обработанный кусочек - Оловянный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Оловянный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Оловянный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Оловянный блок
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Тириан
chiselsandbits:block_bit:0, Обработанный кусочек - Урановый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Урановый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Урановый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Урановый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Урановый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Урановый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Урановый блок
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Блок Валентина
chiselsandbits:block_bit:0, Обработанный кусочек - Пустотный камень
chiselsandbits:block_bit:0, Обработанный кусочек - Пустотный камень
